metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric
karpenter.certwatcher.read.certificate.count,count,,,,Total number of certificate reads,0,karpenter,,
karpenter.certwatcher.read.certificate.errors.count,<gauge>,,,,<Placeholder>,0,karpenter,,
karpenter.cloudprovider.batcher.batch.time_seconds.bucket,<gauge>,,,,<Placeholder>,0,karpenter,,
karpenter.cloudprovider.batcher.batch.time_seconds.count,<gauge>,,,,<Placeholder>,0,karpenter,,
karpenter.cloudprovider.batcher.batch.time_seconds.sum,<gauge>,,,,<Placeholder>,0,karpenter,,
karpenter.cloudprovider.batcher.batch_size.bucket,<gauge>,,,,<Placeholder>,0,karpenter,,
karpenter.cloudprovider.batcher.batch_size.count,<gauge>,,,,<Placeholder>,0,karpenter,,
karpenter.cloudprovider.batcher.batch_size.sum,<gauge>,,,,<Placeholder>,0,karpenter,,
karpenter.cloudprovider.duration_seconds,<gauge>,,,,<Placeholder>,0,karpenter,,
karpenter.cloudprovider.errors,<gauge>,,,,<Placeholder>,0,karpenter,,
karpenter.cloudprovider.instance.type.cpu_cores,<gauge>,,,,<Placeholder>,0,karpenter,,
karpenter.cloudprovider.instance.type.memory_bytes,<gauge>,,,,<Placeholder>,0,karpenter,,
karpenter.cloudprovider.instance.type.price_estimate,<gauge>,,,,<Placeholder>,0,karpenter,,
karpenter.consistency.errors,<gauge>,,,,<Placeholder>,0,karpenter,,
karpenter.controller.runtime.active_workers,gauge,,,,Number of currently used workers per controller,0,karpenter,,
karpenter.controller.runtime.max.concurrent_reconciles,gauge,,,,Maximum number of concurrent reconciles per controller,0,karpenter,,
karpenter.controller.runtime.reconcile.count,count,,,,Total number of reconciliations per controller,0,karpenter,,
karpenter.controller.runtime.reconcile.time_seconds.bucket,count,,,,,0,karpenter,,
karpenter.controller.runtime.reconcile.time_seconds.count,count,,,,,0,karpenter,,
karpenter.controller.runtime.reconcile.time_seconds.sum,count,,,,,0,karpenter,,
karpenter.controller.runtime.reconcile_errors.count,count,,,,Total number of reconciliation errors per controller,0,karpenter,,
karpenter.deprovisioning.actions_performed,<gauge>,,,,<Placeholder>,0,karpenter,,
karpenter.deprovisioning.consolidation_timeouts,<gauge>,,,,<Placeholder>,0,karpenter,,
karpenter.deprovisioning.eligible_machines,<gauge>,,,,<Placeholder>,0,karpenter,,
karpenter.deprovisioning.evaluation.duration_seconds,<gauge>,,,,<Placeholder>,0,karpenter,,
karpenter.deprovisioning.replacement.machine.initialized_seconds.bucket,count,,,,Amount of time required for a replacement machine to become initialized.,0,karpenter,,
karpenter.deprovisioning.replacement.machine.initialized_seconds.count,count,,,,Amount of time required for a replacement machine to become initialized.,0,karpenter,,
karpenter.deprovisioning.replacement.machine.initialized_seconds.sum,count,,,,Amount of time required for a replacement machine to become initialized.,0,karpenter,,
karpenter.deprovisioning.replacement.machine.launch.failure_counter,<gauge>,,,,<Placeholder>,0,karpenter,,
karpenter.go.gc.duration_seconds.count,count,,,,A summary of the pause duration of garbage collection cycles.,0,karpenter,,
karpenter.go.gc.duration_seconds.quantile,gauge,,,,A summary of the pause duration of garbage collection cycles.,0,karpenter,,
karpenter.go.gc.duration_seconds.sum,count,,,,A summary of the pause duration of garbage collection cycles.,0,karpenter,,
karpenter.go.memstats.alloc_bytes,gauge,,,,Number of bytes allocated and still in use.,0,karpenter,,
karpenter.go.memstats.alloc_bytes.count,count,,,,"Total number of bytes allocated, even if freed.",0,karpenter,,
karpenter.go.memstats.buck.hash.sys_bytes,gauge,,,,Number of bytes used by the profiling bucket hash table.,0,karpenter,,
karpenter.go.memstats.frees.count,count,,,,Total number of frees.,0,karpenter,,
karpenter.go.memstats.gc.sys_bytes,gauge,,,,Number of bytes used for garbage collection system metadata.,0,karpenter,,
karpenter.go.memstats.heap.alloc_bytes,gauge,,,,Number of heap bytes allocated and still in use.,0,karpenter,,
karpenter.go.memstats.heap.idle_bytes,gauge,,,,Number of heap bytes waiting to be used.,0,karpenter,,
karpenter.go.memstats.heap.inuse_bytes,gauge,,,,Number of heap bytes that are in use.,0,karpenter,,
karpenter.go.memstats.heap.objects,gauge,,,,Number of allocated objects.,0,karpenter,,
karpenter.go.memstats.heap.released_bytes,gauge,,,,Number of heap bytes released to OS.,0,karpenter,,
karpenter.go.memstats.heap.sys_bytes,gauge,,,,Number of heap bytes obtained from system.,0,karpenter,,
karpenter.go.memstats.last.gc.time_seconds,gauge,,,,Number of seconds since 1970 of last garbage collection.,0,karpenter,,
karpenter.go.memstats.lookups.count,count,,,,Total number of pointer lookups.,0,karpenter,,
karpenter.go.memstats.mallocs.count,count,,,,Total number of mallocs.,0,karpenter,,
karpenter.go.memstats.mcache.inuse_bytes,gauge,,,,Number of bytes in use by mcache structures.,0,karpenter,,
karpenter.go.memstats.mcache.sys_bytes,gauge,,,,Number of bytes used for mcache structures obtained from system.,0,karpenter,,
karpenter.go.memstats.mspan.inuse_bytes,gauge,,,,Number of bytes in use by mspan structures.,0,karpenter,,
karpenter.go.memstats.mspan.sys_bytes,gauge,,,,Number of bytes used for mspan structures obtained from system.,0,karpenter,,
karpenter.go.memstats.next.gc_bytes,gauge,,,,Number of heap bytes when next garbage collection will take place.,0,karpenter,,
karpenter.go.memstats.other.sys_bytes,gauge,,,,Number of bytes used for other system allocations.,0,karpenter,,
karpenter.go.memstats.stack.inuse_bytes,gauge,,,,Number of bytes in use by the stack allocator.,0,karpenter,,
karpenter.go.memstats.stack.sys_bytes,gauge,,,,Number of bytes obtained from system for stack allocator.,0,karpenter,,
karpenter.go.memstats.sys_bytes,gauge,,,,Number of bytes obtained from system.,0,karpenter,,
karpenter.go_goroutines,gauge,,,,Number of goroutines that currently exist.,0,karpenter,,
karpenter.go_info,gauge,,,,Information about the Go environment.,0,karpenter,,
karpenter.go_threads,gauge,,,,Number of OS threads created.,0,karpenter,,
karpenter.interruption.actions_performed,<gauge>,,,,<Placeholder>,0,karpenter,,
karpenter.interruption.deleted_messages.count,count,,,,Count of messages deleted from the SQS queue.,0,karpenter,,
karpenter.interruption.message.latency.time_seconds.bucket,count,,,,*Length of time between message creation in queue and an action taken on the message by the controller.,0,karpenter,,
karpenter.interruption.message.latency.time_seconds.count,count,,,,*Length of time between message creation in queue and an action taken on the message by the controller.,0,karpenter,,
karpenter.interruption.message.latency.time_seconds.sum,count,,,,*Length of time between message creation in queue and an action taken on the message by the controller.,0,karpenter,,
karpenter.interruption.received_messages,<gauge>,,,,<Placeholder>,0,karpenter,,
karpenter.machines_created,<gauge>,,,,<Placeholder>,0,karpenter,,
karpenter.machines_disrupted,<gauge>,,,,<Placeholder>,0,karpenter,,
karpenter.machines_drifted,<gauge>,,,,<Placeholder>,0,karpenter,,
karpenter.machines_initialized,<gauge>,,,,<Placeholder>,0,karpenter,,
karpenter.machines_launched,<gauge>,,,,<Placeholder>,0,karpenter,,
karpenter.machines_registered,<gauge>,,,,<Placeholder>,0,karpenter,,
karpenter.machines_terminated,<gauge>,,,,<Placeholder>,0,karpenter,,
karpenter.nodes.leases_deleted,<gauge>,,,,<Placeholder>,0,karpenter,,
karpenter.nodes.system_overhead,<gauge>,,,,<Placeholder>,0,karpenter,,
karpenter.nodes.termination.time_seconds,<gauge>,,,,<Placeholder>,0,karpenter,,
karpenter.nodes.total.daemon_limits,<gauge>,,,,<Placeholder>,0,karpenter,,
karpenter.nodes.total.daemon_requests,<gauge>,,,,<Placeholder>,0,karpenter,,
karpenter.nodes.total.pod_limits,<gauge>,,,,<Placeholder>,0,karpenter,,
karpenter.nodes.total.pod_requests,<gauge>,,,,<Placeholder>,0,karpenter,,
karpenter.nodes_allocatable,<gauge>,,,,<Placeholder>,0,karpenter,,
karpenter.nodes_created,<gauge>,,,,<Placeholder>,0,karpenter,,
karpenter.nodes_terminated,<gauge>,,,,<Placeholder>,0,karpenter,,
karpenter.pods.startup.time_seconds.count,count,,,,The time from pod creation until the pod is running.,0,karpenter,,
karpenter.pods.startup.time_seconds.sum,count,,,,The time from pod creation until the pod is running.,0,karpenter,,
karpenter.process.cpu_seconds.count,count,,,,Total user and system CPU time spent in seconds.,0,karpenter,,
karpenter.process.max_fds,gauge,,,,Maximum number of open file descriptors.,0,karpenter,,
karpenter.process.open_fds,gauge,,,,Number of open file descriptors.,0,karpenter,,
karpenter.process.resident.memory_bytes,gauge,,,,Resident memory size in bytes.,0,karpenter,,
karpenter.process.start.time_seconds,gauge,,,,Start time of the process since unix epoch in seconds.,0,karpenter,,
karpenter.process.virtual.memory.max_bytes,gauge,,,,Maximum amount of virtual memory available in bytes.,0,karpenter,,
karpenter.process.virtual.memory_bytes,gauge,,,,Virtual memory size in bytes.,0,karpenter,,
karpenter.provisioner.scheduling.duration_seconds.bucket,count,,,,Duration of scheduling process in seconds. Broken down by provisioner and error.,0,karpenter,,
karpenter.provisioner.scheduling.duration_seconds.count,count,,,,Duration of scheduling process in seconds. Broken down by provisioner and error.,0,karpenter,,
karpenter.provisioner.scheduling.duration_seconds.sum,count,,,,Duration of scheduling process in seconds. Broken down by provisioner and error.,0,karpenter,,
karpenter.provisioner.scheduling.simulation.duration_seconds,<gauge>,,,,<Placeholder>,0,karpenter,,
karpenter.provisioner_limit,<gauge>,,,,<Placeholder>,0,karpenter,,
karpenter.provisioner_usage,<gauge>,,,,<Placeholder>,0,karpenter,,
karpenter.rest.client_requests.count,count,,,,"Number of HTTP requests, partitioned by status code, method, and host.",0,karpenter,,
karpenter.workqueue.longest.running.processor_seconds,gauge,,,,How many seconds has the longest running processor for workqueue been running.,0,karpenter,,
karpenter.workqueue.queue.duration_seconds.bucket,count,,,,How long in seconds an item stays in workqueue before being requested,0,karpenter,,
karpenter.workqueue.queue.duration_seconds.count,count,,,,How long in seconds an item stays in workqueue before being requested,0,karpenter,,
karpenter.workqueue.queue.duration_seconds.sum,count,,,,How long in seconds an item stays in workqueue before being requested,0,karpenter,,
karpenter.workqueue.unfinished.work_seconds,gauge,,,,How many seconds of work has been done that is in progress and hasn't been observed by work_duration. Large values indicate stuck threads. One can deduce the number of stuck threads by observing the rate at which this increases.,0,karpenter,,
karpenter.workqueue.work.duration_seconds.bucket,count,,,,How long in seconds processing an item from workqueue takes.,0,karpenter,,
karpenter.workqueue.work.duration_seconds.count,count,,,,How long in seconds processing an item from workqueue takes.,0,karpenter,,
karpenter.workqueue.work.duration_seconds.sum,count,,,,How long in seconds processing an item from workqueue takes.,0,karpenter,,
karpenter.workqueue_adds.count,count,,,,Total number of adds handled by workqueue,0,karpenter,,
karpenter.workqueue_depth,gauge,,,,Current depth of workqueue,0,karpenter,,
karpenter.workqueue_retries.count,count,,,,Total number of retries handled by workqueue,0,karpenter,,
