metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric
cockroachdb.addsstable.applications,count,,operation,,[OpenMetrics v1] Number of SSTable ingestions applied (i.e. applied by Replicas),0,cockroachdb,,
cockroachdb.addsstable.applications.count,count,,operation,,[OpenMetrics v2] Number of SSTable ingestions applied (i.e. applied by Replicas),0,cockroachdb,,
cockroachdb.addsstable.copies,count,,operation,,[OpenMetrics v1] number of SSTable ingestions that required copying files during application,0,cockroachdb,,
cockroachdb.addsstable.copies.count,count,,operation,,[OpenMetrics v2] number of SSTable ingestions that required copying files during application,0,cockroachdb,,
cockroachdb.addsstable.proposals,count,,operation,,[OpenMetrics v1] Number of SSTable ingestions proposed (i.e. sent to Raft by lease holders),0,cockroachdb,,
cockroachdb.addsstable.proposals.count,count,,operation,,[OpenMetrics v2] Number of SSTable ingestions proposed (i.e. sent to Raft by lease holders),0,cockroachdb,,
cockroachdb.build.timestamp,gauge,,time,,[OpenMetrics v1 & v2] Build information,0,cockroachdb,,
cockroachdb.capacity.available,gauge,,byte,,[OpenMetrics v1 & v2] Available storage capacity,0,cockroachdb,,
cockroachdb.capacity.reserved,gauge,,byte,,[OpenMetrics v1 & v2] Capacity reserved for snapshots,0,cockroachdb,,
cockroachdb.capacity.total,gauge,,byte,,[OpenMetrics v1 & v2] Total storage capacity,0,cockroachdb,,
cockroachdb.capacity.used,gauge,,byte,,[OpenMetrics v1 & v2] Used storage capacity,0,cockroachdb,,
cockroachdb.clock.offset.meannanos,gauge,,nanosecond,,[OpenMetrics v1 & v2] Mean clock offset with other nodes in nanoseconds,0,cockroachdb,,
cockroachdb.clock.offset.stddevnanos,gauge,,nanosecond,,[OpenMetrics v1 & v2] Stdddev clock offset with other nodes in nanoseconds,0,cockroachdb,,
cockroachdb.compactor.compactingnanos,count,,nanosecond,,[OpenMetrics v1] Number of nanoseconds spent compacting ranges,0,cockroachdb,,
cockroachdb.compactor.compactingnanos.count,count,,nanosecond,,[OpenMetrics v2] Number of nanoseconds spent compacting ranges,0,cockroachdb,,
cockroachdb.compactor.compactions.failure,count,,request,,[OpenMetrics v1] Number of failed compaction requests sent to the storage engine,0,cockroachdb,,
cockroachdb.compactor.compactions.failure.count,count,,request,,[OpenMetrics v2] Number of failed compaction requests sent to the storage engine,0,cockroachdb,,
cockroachdb.compactor.compactions.success,count,,request,,[OpenMetrics v1] Number of successful compaction requests sent to the storage engine,0,cockroachdb,,
cockroachdb.compactor.compactions.success.count,count,,request,,[OpenMetrics v2] Number of successful compaction requests sent to the storage engine,0,cockroachdb,,
cockroachdb.compactor.suggestionbytes.compacted,count,,byte,,[OpenMetrics v1] Number of logical bytes compacted from suggested compactions,0,cockroachdb,,
cockroachdb.compactor.suggestionbytes.compacted.count,count,,byte,,[OpenMetrics v2] Number of logical bytes compacted from suggested compactions,0,cockroachdb,,
cockroachdb.compactor.suggestionbytes.queued,gauge,,byte,,[OpenMetrics v1 & v2] Number of logical bytes in suggested compactions in the queue,0,cockroachdb,,
cockroachdb.compactor.suggestionbytes.skipped,count,,byte,,[OpenMetrics v1] Number of logical bytes in suggested compactions which were not compacted,0,cockroachdb,,
cockroachdb.compactor.suggestionbytes.skipped.count,count,,byte,,[OpenMetrics v2] Number of logical bytes in suggested compactions which were not compacted,0,cockroachdb,,
