metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric
temporal.server.accept_workflow_update_message.count,count,,,,,0,temporal,accept workflow update message count,
temporal.server.ack_level.update.count,count,,,,,0,temporal,ack level update count,
temporal.server.ack_level.update.failed.count,count,,,,,0,temporal,ack level update failed count,
temporal.server.acquire_lock_failed.count,count,,,,,0,temporal,acquire lock failed count,
temporal.server.acquire_shards.count,count,,,,,0,temporal,acquire shards count,
temporal.server.acquire_shards.latency.bucket,count,,,,,0,temporal,acquire shards latency bucket,
temporal.server.acquire_shards.latency.count,count,,,,,0,temporal,acquire shards latency count,
temporal.server.acquire_shards.latency.sum,count,,millisecond,,,0,temporal,acquire shards latency sum,
temporal.server.action.count,count,,,,,0,temporal,action count,
temporal.server.activity.eager_execution.count,count,,,,,0,temporal,activity eager execution count,
temporal.server.activity.end_to_end_latency.bucket,count,,,,,0,temporal,activity end to end latency bucket,
temporal.server.activity.end_to_end_latency.count,count,,,,,0,temporal,activity end to end latency count,
temporal.server.activity.end_to_end_latency.sum,count,,millisecond,,,0,temporal,activity end to end latency sum,
temporal.server.activity_info.bucket,count,,,,,0,temporal,activity info bucket,
temporal.server.activity_info.count,count,,,,,0,temporal,activity info count,
temporal.server.activity_info.size.bucket,count,,,,,0,temporal,activity info size bucket,
temporal.server.activity_info.size.count,count,,,,,0,temporal,activity info size count,
temporal.server.activity_info.size.sum,count,,byte,,,0,temporal,activity info size sum,
temporal.server.activity_info.sum,count,,,,,0,temporal,activity info sum,
temporal.server.add_search_attributes.failures.count,count,,,,,0,temporal,add search attributes failures count,
temporal.server.add_search_attributes.workflow_failure.count,count,,,,,0,temporal,add search attributes workflow failure count,
temporal.server.add_search_attributes.workflow_success.count,count,,,,,0,temporal,add search attributes workflow success count,
temporal.server.archival.task_invalid_uri.count,count,,,,,0,temporal,archival task invalid uri count,
temporal.server.archiver.archive.latency.bucket,count,,,,,0,temporal,archiver archive latency bucket,
temporal.server.archiver.archive.latency.count,count,,,,,0,temporal,archiver archive latency count,
temporal.server.archiver.archive.latency.sum,count,,millisecond,,,0,temporal,archiver archive latency sum,
temporal.server.archiver.archive.target_latency.bucket,count,,,,,0,temporal,archiver archive target latency bucket,
temporal.server.archiver.archive.target_latency.count,count,,,,,0,temporal,archiver archive target latency count,
temporal.server.archiver.archive.target_latency.sum,count,,millisecond,,,0,temporal,archiver archive target latency sum,
temporal.server.archiver.backlog.size.count,count,,,,,0,temporal,archiver backlog size count,
temporal.server.archiver.client.history.inline_archive.attempt.count,count,,,,,0,temporal,archiver client history inline archive attempt count,
temporal.server.archiver.client.history.inline_archive.failure.count,count,,,,,0,temporal,archiver client history inline archive failure count,
temporal.server.archiver.client.history.request.count,count,,,,,0,temporal,archiver client history request count,
temporal.server.archiver.client.send_signal_error.count,count,,,,,0,temporal,archiver client send signal error count,
temporal.server.archiver.client.sent_signal.count,count,,,,,0,temporal,archiver client sent signal count,
temporal.server.archiver.client.visibility.inline_archive_attempt.count,count,,,,,0,temporal,archiver client visibility inline archive attempt count,
temporal.server.archiver.client.visibility.inline_archive_failure.count,count,,,,,0,temporal,archiver client visibility inline archive failure count,
temporal.server.archiver.client.visibility.request.count,count,,,,,0,temporal,archiver client visibility request count,
temporal.server.archiver.coroutine.started.count,count,,,,,0,temporal,archiver coroutine started count,
