metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric
couchbase.by_bucket.avg_bg_wait_time,gauge,,microsecond,,Average background wait time,-1,couchbase,avg bg wait,
couchbase.by_bucket.avg_disk_commit_time,gauge,,second,,Average disk commit time,-1,couchbase,avg commit time,
couchbase.by_bucket.avg_disk_update_time,gauge,,microsecond,,Average disk update time ,-1,couchbase,avg update time,
couchbase.by_bucket.bg_wait_total,gauge,,byte,,Bytes read,0,couchbase,read,
couchbase.by_bucket.bytes_read,gauge,,byte,,Bytes read,0,couchbase,read,
couchbase.by_bucket.bytes_written,gauge,,byte,,Bytes written,0,couchbase,written,
couchbase.by_bucket.cas_badval,gauge,,,,Compare and Swap bad values,-1,couchbase,cas badval,
couchbase.by_bucket.cas_hits,gauge,,hit,,Compare and Swap hits,1,couchbase,cas hits,
couchbase.by_bucket.cas_misses,gauge,,miss,,Compare and Swap misses,-1,couchbase,cas misses,
couchbase.by_bucket.cmd_get,gauge,,get,,Get operations performed on the bucket,0,couchbase,bucket gets,
couchbase.by_bucket.cmd_lookup,gauge,,get,,Lookup operations performed on the bucket,0,couchbase,bucket lookups,
couchbase.by_bucket.cmd_set,gauge,,set,,Set operations performed on the bucket,0,couchbase,bucket sets,
couchbase.by_bucket.couch_docs_actual_disk_size,gauge,,byte,,Couch docs total size on disk in bytes,0,couchbase,doc actual disk size,
couchbase.by_bucket.couch_docs_data_size,gauge,,byte,,Couch docs data size in bytes,0,couchbase,doc data disk size,
couchbase.by_bucket.couch_docs_disk_size,gauge,,byte,,Couch docs total size in bytes,0,couchbase,doc disk size,
couchbase.by_bucket.couch_docs_fragmentation,gauge,,percent,,Couch docs fragmentation,-1,couchbase,doc fragmentation,
couchbase.by_bucket.couch_spatial_data_size,gauge,,byte,,Size of object data for spatial views,0,couchbase,spatial data size,
couchbase.by_bucket.couch_spatial_disk_size,gauge,,byte,,Amount of disk space occupied by spatial views,0,couchbase,spatial disk size,
couchbase.by_bucket.couch_spatial_ops,gauge,,operation,,Spatial operations,0,couchbase,spatial ops,
couchbase.by_bucket.couch_total_disk_size,gauge,,byte,,Couch total disk size,0,couchbase,total disk size,
couchbase.by_bucket.couch_views_data_size,gauge,,byte,,Size of object data for views,0,couchbase,view data size,
couchbase.by_bucket.couch_views_disk_size,gauge,,byte,,Amount of disk space occupied by views,0,couchbase,view disk size,
couchbase.by_bucket.couch_views_fragmentation,gauge,,percent,,View fragmentation,-1,couchbase,view fragmentation,
couchbase.by_bucket.couch_views_ops,gauge,,operation,,View operations,0,couchbase,view ops,
couchbase.by_bucket.cpu_idle_ms,gauge,,millisecond,,CPU idle milliseconds,0,couchbase,cpu idle ms,
couchbase.by_bucket.cpu_utilization_rate,gauge,,percent,,CPU utilization percentage,0,couchbase,cpu util,
couchbase.by_bucket.curr_connections,gauge,,connection,,The current number of bucket connections,0,couchbase,conns,
couchbase.by_bucket.curr_items,gauge,,item,,Number of active items in memory,0,couchbase,mem items,
couchbase.by_bucket.curr_items_tot,gauge,,item,,Total number of items,0,couchbase,total items,
couchbase.by_bucket.decr_hits,gauge,,hit,,Decrement hits,1,couchbase,decr hits,
couchbase.by_bucket.decr_misses,gauge,,miss,,Decrement misses,-1,couchbase,decr misses,
couchbase.by_bucket.delete_hits,gauge,,hit,,Delete hits,1,couchbase,del hits,
couchbase.by_bucket.delete_misses,gauge,,miss,,Delete misses,-1,couchbase,del misses,
couchbase.by_bucket.disk_commit_count,gauge,,operation,,Disk commits,0,couchbase,commits,
couchbase.by_bucket.disk_update_count,gauge,,operation,,Disk updates,0,couchbase,updates,
couchbase.by_bucket.disk_write_queue,gauge,,operation,,Disk write queue depth,-1,couchbase,writes,
couchbase.by_bucket.ep_bg_fetched,gauge,,fetch,second,Disk reads per second,0,couchbase,reads,
couchbase.by_bucket.ep_cache_miss_rate,gauge,,miss,,Cache miss rate,-1,couchbase,miss rate,
couchbase.by_bucket.ep_cache_miss_ratio,gauge,,percent,,Cache miss ratio,-1,couchbase,miss ratio,
couchbase.by_bucket.ep_dcp_2i_backoff,gauge,,,,Number of backoffs for indexes DCP connections,-1,couchbase,dcp indexes backoff,
couchbase.by_bucket.ep_dcp_2i_count,gauge,,connection,,Number of indexes DCP connections,0,couchbase,dcp indexes count,
couchbase.by_bucket.ep_dcp_2i_items_remaining,gauge,,item,,Number of indexes items remaining to be sent,0,couchbase,dcp indexes items remaining,
couchbase.by_bucket.ep_dcp_2i_items_sent,gauge,,item,,Number of indexes items sent,0,couchbase,dcp indexes items sent,
couchbase.by_bucket.ep_dcp_2i_producer_count,gauge,,,,Number of indexes producers,0,couchbase,dcp indexes producer,
couchbase.by_bucket.ep_dcp_2i_total_bytes,gauge,,byte,second,Number bytes per second being sent for indexes DCP connections,0,couchbase,dcp indexes total bytes,
couchbase.by_bucket.ep_dcp_fts_backoff,gauge,,,,Number of backoffs for fts DCP connections,-1,couchbase,dcp fts backoff,
couchbase.by_bucket.ep_dcp_fts_count,gauge,,connection,,Number of fts DCP connections,0,couchbase,dcp fts count,
couchbase.by_bucket.ep_dcp_fts_items_remaining,gauge,,item,,Number of fts items remaining to be sent,0,couchbase,dcp fts items remaining,
couchbase.by_bucket.ep_dcp_fts_items_sent,gauge,,item,,Number of fts items sent,0,couchbase,dcp fts items sent,
couchbase.by_bucket.ep_dcp_fts_producer_count,gauge,,,,Number of fts producers,0,couchbase,dcp fts producer,
couchbase.by_bucket.ep_dcp_fts_total_bytes,gauge,,byte,second,Number bytes per second being sent for fts DCP connections,0,couchbase,dcp fts total bytes,
couchbase.by_bucket.ep_dcp_other_backoff,gauge,,,,Number of backoffs for other DCP connections,-1,couchbase,dcp other backoff,
couchbase.by_bucket.ep_dcp_other_count,gauge,,connection,,Number of other DCP connections,0,couchbase,dcp other count,
couchbase.by_bucket.ep_dcp_other_items_remaining,gauge,,item,,Number of other items remaining to be sent,0,couchbase,dcp other items remaining,
couchbase.by_bucket.ep_dcp_other_items_sent,gauge,,item,,Number of other items sent,0,couchbase,dcp other items sent,
couchbase.by_bucket.ep_dcp_other_producer_count,gauge,,,,Number of other producers,0,couchbase,dcp other producer,
couchbase.by_bucket.ep_dcp_other_total_bytes,gauge,,byte,second,Number bytes per second being sent for other DCP connections,0,couchbase,dcp other total bytes,
couchbase.by_bucket.ep_dcp_replica_backoff,gauge,,,,Number of backoffs for replica DCP connections,-1,couchbase,dcp replica backoff,
couchbase.by_bucket.ep_dcp_replica_count,gauge,,connection,,Number of replica DCP connections,0,couchbase,dcp replica count,
couchbase.by_bucket.ep_dcp_replica_items_remaining,gauge,,item,,Number of replica items remaining to be sent,0,couchbase,dcp replica items remaining,
couchbase.by_bucket.ep_dcp_replica_items_sent,gauge,,item,,Number of replica items sent,0,couchbase,dcp replica items sent,
