metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name
sidekiq.jobs.perform.count,gauge,,,,Count of the amount of time spent in a worker,0,sidekiq,jobs perform count
sidekiq.jobs.perform.avg,gauge,,,,Average amount of time spent in a worker,0,sidekiq,jobs perform avg
sidekiq.jobs.perform.max,gauge,,,,Max amount of time spent in a worker,0,sidekiq,jobs perform max
sidekiq.jobs.perform.median,gauge,,,,Median amount of time spent in a worker,0,sidekiq,jobs perform median
sidekiq.jobs.perform.95percentile,gauge,,,,95th percentile of amount of time spent in a worker,0,sidekiq,jobs perform perc
sidekiq.jobs.count,count,,job,,Total count of Sidekiq jobs,0,sidekiq,jobs count
sidekiq.jobs.success,count,,job,,Total count of successful Sidekiq jobs,0,sidekiq,jobs success
sidekiq.jobs.failure,count,,job,,Total count of failed Sidekiq jobs,-1,sidekiq,jobs failure
sidekiq.jobs.worker.count,count,,job,,Count of Sidekiq jobs,0,sidekiq,jobs count
sidekiq.jobs.worker.success,count,,job,,Count of successful Sidekiq jobs,0,sidekiq,jobs success
sidekiq.jobs.worker.failure,count,,job,,Count of failed Sidekiq jobs,-1,sidekiq,jobs failure
sidekiq.processed,count,,job,,Number of job executions completed (success or failure) (Enterprise only),0,sidekiq,job execution processed
sidekiq.failed,count,,job,,Number of job executions which raised an error (Enterprise only),-1,sidekiq,jobs execution failures
sidekiq.enqueued,count,,job,,Total size of all known queues (Enterprise only),0,sidekiq,jobs enqueued
sidekiq.retries,count,,job,,Total retries size,0,sidekiq (Enterprise only),job retries
sidekiq.dead,count,,job,,Total Dead Size (Enterprise only),0,sidekiq,jobs dead
sidekiq.scheduled,count,,job,,Total Scheduled Size (Enterprise only),0,sidekiq,jobs scheduled
sidekiq.busy,count,,job,,Total Busy Size (Enterprise only),0,sidekiq,jobs busy
sidekiq.jobs.expired,count,,job,,Count of when a job is expired,0,sidekiq,jobs expired
sidekiq.jobs.recovered.push,count,,job,,Count of when a job is recovered by reliable_push after network outage,0,sidekiq,jobs recovered push
sidekiq.jobs.recovered.fetch,count,,job,,Count of when a job is recovered by super_fetch after process crash,0,sidekiq,jobs recovered fetch
sidekiq.batch.created,count,,,,Count of when a batch is created,0,sidekiq,batches created
sidekiq.batch.complete,count,,,,Count of when a batch is completed,0,sidekiq,batches complete
sidekiq.batch.success,count,,,,Count of when a batch is successful,0,sidekiq,batches successful
